study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	experiment_title	study_title	run_alias	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_alias	broker_name	sample_title
PRJEB28687	SAMEA4970144	ERS2788358	ERX2843609	ERR2836758	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-393	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836758/ERR2836758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836758/ERR2836758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836758/ERR2836758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836758/ERR2836758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836758/L.007.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836758/L.007.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836758/L.007.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836758/L.007.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836758	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836758			L.007.M5		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970143	ERS2788357	ERX2843610	ERR2836759	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-394	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836759/ERR2836759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836759/ERR2836759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836759/ERR2836759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836759/ERR2836759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836759/L.007.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836759/L.007.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836759/L.007.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836759/L.007.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836759	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836759			L.007.M6		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970142	ERS2788356	ERX2843611	ERR2836760	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-395	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836760/ERR2836760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836760/ERR2836760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836760/ERR2836760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836760/ERR2836760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836760/L.008.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836760/L.008.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836760/L.008.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836760/L.008.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836760	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836760			L.008.M1		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970141	ERS2788355	ERX2843612	ERR2836761	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-396	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836761/ERR2836761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836761/ERR2836761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836761/ERR2836761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836761/ERR2836761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836761/L.008.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836761/L.008.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836761/L.008.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836761/L.008.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836761	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836761			L.008.M2		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970140	ERS2788354	ERX2843613	ERR2836762	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-397	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836762/ERR2836762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836762/ERR2836762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836762/ERR2836762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836762/ERR2836762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836762/L.008.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836762/L.008.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836762/L.008.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836762/L.008.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836762	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836762			L.008.M3		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970139	ERS2788353	ERX2843614	ERR2836763	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-398	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836763/ERR2836763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836763/ERR2836763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836763/ERR2836763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836763/ERR2836763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836763/L.008.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836763/L.008.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836763/L.008.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836763/L.008.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836763	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836763			L.008.M4		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970138	ERS2788352	ERX2843615	ERR2836764	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-399	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836764/ERR2836764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836764/ERR2836764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836764/ERR2836764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836764/ERR2836764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836764/L.008.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836764/L.008.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836764/L.008.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836764/L.008.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836764	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836764			L.008.M5		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970137	ERS2788351	ERX2843616	ERR2836765	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836765/ERR2836765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836765/ERR2836765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836765/ERR2836765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836765/ERR2836765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836765/L.008.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836765/L.008.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836765/L.008.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836765/L.008.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836765	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836765			L.008.M6		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970288	ERS2788502	ERX2843617	ERR2836766	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-401	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836766/ERR2836766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836766/ERR2836766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836766/ERR2836766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836766/ERR2836766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836766/L.011.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836766/L.011.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836766/L.011.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836766/L.011.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836766	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836766			L.011.M1		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970136	ERS2788350	ERX2843618	ERR2836767	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-402	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836767/ERR2836767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836767/ERR2836767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836767/ERR2836767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836767/ERR2836767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836767/L.012.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836767/L.012.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836767/L.012.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836767/L.012.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836767	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836767			L.012.M1		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970135	ERS2788349	ERX2843619	ERR2836768	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-403	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836768/ERR2836768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836768/ERR2836768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836768/ERR2836768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836768/ERR2836768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836768/L.012.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836768/L.012.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836768/L.012.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836768/L.012.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836768	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836768			L.012.M2		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970134	ERS2788348	ERX2843620	ERR2836769	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-404	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836769/ERR2836769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836769/ERR2836769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836769/ERR2836769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836769/ERR2836769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836769/L.012.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836769/L.012.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836769/L.012.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836769/L.012.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836769	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836769			L.012.M3		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970133	ERS2788347	ERX2843621	ERR2836770	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-405	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836770/ERR2836770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836770/ERR2836770_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836770/ERR2836770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836770/ERR2836770_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836770/L.012.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836770/L.012.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836770/L.012.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836770/L.012.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836770	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836770			L.012.M4		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970132	ERS2788346	ERX2843622	ERR2836771	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-406	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836771/ERR2836771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836771/ERR2836771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836771/ERR2836771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836771/ERR2836771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836771/L.012.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836771/L.012.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836771/L.012.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836771/L.012.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836771	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836771			L.012.M5		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970131	ERS2788345	ERX2843623	ERR2836772	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-407	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836772/ERR2836772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836772/ERR2836772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836772/ERR2836772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836772/ERR2836772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836772/L.012.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836772/L.012.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836772/L.012.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836772/L.012.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836772	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836772			L.012.M6		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4969887	ERS2788102	ERX2843624	ERR2836773	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-408	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836773/ERR2836773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836773/ERR2836773_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836773/ERR2836773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836773/ERR2836773_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836773/L.022.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836773/L.022.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836773/L.022.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836773/L.022.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836773	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836773			L.022.M1		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4969886	ERS2788101	ERX2843625	ERR2836774	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:461-409	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836774/ERR2836774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836774/ERR2836774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836774/ERR2836774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836774/ERR2836774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836774/L.022.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836774/L.022.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836774/L.022.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836774/L.022.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836774	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836774			L.022.M2		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4969885	ERS2788100	ERX2843626	ERR2836775	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:461-410	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836775/ERR2836775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836775/ERR2836775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836775/ERR2836775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836775/ERR2836775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836775/L.022.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836775/L.022.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836775/L.022.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836775/L.022.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836775	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836775			L.022.M3		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4969884	ERS2788099	ERX2843627	ERR2836776	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:461-411	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836776/ERR2836776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836776/ERR2836776_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836776/ERR2836776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836776/ERR2836776_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836776/L.022.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836776/L.022.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836776/L.022.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836776/L.022.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836776	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836776			L.022.M4		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4969883	ERS2788098	ERX2843628	ERR2836777	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:461-412	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836777/ERR2836777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836777/ERR2836777_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836777/ERR2836777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836777/ERR2836777_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836777/L.022.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836777/L.022.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836777/L.022.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836777/L.022.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836777	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836777			L.022.M5		Immigrant Microbiome Project, 16s
